Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-20678,22417400,XSS Attack from styleClass and other field formatter attributes,Pnolan,GRusso,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.14,13/Feb/2017 10:32 AM,
Defect,3 - Medium,PLAT-20681,22417460,CLONE - Au-2298 - FRD_AIB_005 - Active Fraud Alert by Reporting Location - The summary view is incorrect,Pnolan,vanjabecirovic,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.9,13/Feb/2017 02:33 PM,
Defect,3 - Medium,PLAT-20685,22417539,Double alerts in the ALERT_MATCH_DATA table,AManayangath,JSchweiss,Under Analysis,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.2,14/Feb/2017 11:06 AM,
Defect,3 - Medium,PLAT-20688,22417620,Null Pointer Exception in screenHelper.getScreen(StringUtil.isEmpty(screenId),Pnolan,JSchweiss,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.8,15/Feb/2017 08:41 AM,
Defect,3 - Medium,PLAT-20695,22417725,Variable of type Map won't go through workflow junctions with 'strict variable scoping' enabled,,TKazmierczak,Closed,7.4,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,trunk,16/Feb/2017 08:55 AM,Fixed
Defect,3 - Medium,PLAT-20700,22417900,CLONE - Files in Platform and in services are checked-in with cp1252 enhcoding instead of UTF-8.,Pnolan,RHome,New,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.1.9,17/Feb/2017 11:09 AM,
Defect,3 - Medium,PLAT-20710,22418201,"CLONE - Characters "">"" and ""<"" are getting displayed as ""&gt;"" and ""&lt;"" in slave combo boxes",Pnolan,bgovindula,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.26,20/Feb/2017 07:49 PM,
Defect,3 - Medium,PLAT-20728,22418455,Clone of SNA-6850: Accordion Layout fix,andrewredmond,andrewredmond,Resolved,7.3.1,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.3.1.0-a11,22/Feb/2017 02:27 PM,Fixed
Defect,3 - Medium,PLAT-20730,22418486,Auto Import for Services Manager / Command & Control Doesnt Support deletes,Pnolan,RNathan,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Command and Control,Services Manager,,,,7.2.1.29,22/Feb/2017 10:53 PM,
Defect,3 - Medium,PLAT-20734,22418534,CLONE - The description of the Default Normalisation rule in the WLM User Guide (7.2) does not match the implemented functionality,AManayangath,RHome,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.15,23/Feb/2017 12:31 PM,
Defect,3 - Medium,PLAT-20735,22418535,DB2 errors on standard SQL files,AManayangath,JCamacho,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.47,23/Feb/2017 12:44 PM,
Defect,3 - Medium,PLAT-20745,22418885,CLONE - Batch Process Monitor CDD_Customer_BatchBridgeJob : Total No of Records count less one.,AShaw,muhamadarif,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.2.1.24,01/Mar/2017 06:57 AM,
Defect,3 - Medium,PLAT-20749,22418973,Inconsistant Rendering by field-formatters,Pnolan,NBresnan,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.2,01/Mar/2017 02:10 PM,
Defect,3 - Medium,PLAT-20752,22418988,Default search indexes build into application_home/fts,Pnolan,CMurphy,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.2.1.47,01/Mar/2017 04:33 PM,
Defect,3 - Medium,PLAT-20810,22419625,Subject screening list section fails to render due to a null pointer when navigated by back button,AManayangath,archanasundararajan,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.1.,7.2.,7.3,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.10,07/Mar/2017 06:59 PM,
Defect,3 - Medium,PLAT-20811,22419639,application.xml Dropped <display-name> tag around 7.2,Pnolan,RNathan,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Build Process,,,,,7.2.1.47,08/Mar/2017 03:14 AM,
Defect,3 - Medium,PLAT-20830,22419798,Deleting an Application does not delete its associated Procedures,,andrewredmond,Closed,7.5,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.0-a13,09/Mar/2017 09:56 AM,Fixed
Defect,3 - Medium,PLAT-20842,22420061,Navigation to the Edit Field defaults wrongly to sys_editUnattachedField screen,Pnolan,thierryfortin,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.47,14/Mar/2017 10:48 AM,
Defect,3 - Medium,PLAT-20843,22420092,Content of <wlmresult> requires escaping,AManayangath,PTDYau,Assigned,,,,,,,,,,,,,,,,,,,,,,,6.1.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.1.2,14/Mar/2017 03:54 PM,
Defect,3 - Medium,PLAT-20845,22420149,CLONE - limit on number of fuzzy matches no longer prioritizes matches by hit count,RHome,RHome,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.2.,7.2.1,7.3,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.15,15/Mar/2017 02:37 PM,
Defect,3 - Medium,PLAT-20848,22420155,Deprecated Javascript function CSSStyleSheet.removeRule,Pnolan,anthonylejalle,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.47,15/Mar/2017 03:47 PM,
Defect,3 - Medium,PLAT-20850,22420160,JEP expression on case search screen doesn't work if the user is on the Case Details screen before navigating ,Pnolan,stephenbottomley,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.14,15/Mar/2017 05:17 PM,
Defect,3 - Medium,PLAT-20860,22420258,No internationalization in Queueing and Rooting / Create New Expresssion,Pnolan,SSzarkowicz,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2 (VM_7.2_APPS_4.4_GENERIC),16/Mar/2017 03:10 PM,
Defect,3 - Medium,PLAT-20884,22420981,Command and Control Series (Grouped By) legend is not internationalised,Pnolan,stephenbottomley,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.2.0.14,24/Mar/2017 11:47 AM,
Defect,3 - Medium,PLAT-20904,22421363,"""clearLocks"" checkbox parameter in ""Workflow Action Button"" definition doesn't really clear the locks",Pnolan,smielcarek,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.0-a8,29/Mar/2017 03:09 PM,
Defect,3 - Medium,PLAT-20917,22421535,ScreenSectionLinkPK class does not null check attributes prior to generating a hash code. Results in failure on application imports depending on application data,Pnolan,stephenhertz,Under Analysis,,,,,,,,,,,,,,,,,,,,,,,5.6,6.1.2,6.5.1,6.5.2,6.6.1,6.6.2,6.7.2,7.0.,7.1.,7.1.1,7.2.1,7.3,7.3.1,,,,,,,,,,Application Builder,,,,,6.1.2.124,30/Mar/2017 06:03 PM,
Defect,3 - Medium,PLAT-20950,22421677,"Inconsistent Permissions settings do not allow for seperation of functions or ""least privilege"" operation",Pnolan,rmcintyre,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.1.49,03/Apr/2017 01:55 AM,
Defect,3 - Medium,PLAT-20984,22422093,CLONE - Command and Control Report by Investigator contains overlapping Investigator names at X axis.  ,Pnolan,jacquelynmurphy,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,711,05/Apr/2017 01:59 PM,
Defect,3 - Medium,PLAT-21002,22422565,Update application release version to 7.4,Pnolan,Pnolan,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.4.0.0-a4,10/Apr/2017 10:12 AM,Fixed
Defect,3 - Medium,PLAT-21025,22423285,CLONE - null pointer exception from DJ merge code,UBrell,UBrell,New,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.3,18/Apr/2017 05:49 PM,
Defect,3 - Medium,PLAT-21045,22423470,Update CoreDev build to use alternate timestamp server,Pnolan,Pnolan,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Build Process,,,,,7.4.0.0-a5,20/Apr/2017 09:52 AM,Fixed
Defect,3 - Medium,PLAT-21054,22423543,CLONE - Line break is not properly interpreted when using Highlighted TextFieldFormatter,Pnolan,HYong1,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.2.1.48,21/Apr/2017 04:02 AM,
Defect,3 - Medium,PLAT-21059,22423746,Date ranges are incorrectly calculated in case of line series chart,smielcarek,smielcarek,Resolved,7.3.1,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.4,24/Apr/2017 04:18 PM,Fixed
Defect,3 - Medium,PLAT-21106,22424344,System arguments should be automatically validated,,andrewredmond,Closed,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a6,02/May/2017 11:20 AM,Fixed
Defect,3 - Medium,PLAT-21121,22424376,Screen Argument Validations should include the validations defined for Base Screens also,Pnolan,andrewredmond,Verified,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a6,02/May/2017 03:16 PM,Fixed
Defect,3 - Medium,PLAT-21122,22424382,"CLONE - Unable to export groups, roles and domains if they are not associated with application",Pnolan,bgovindula,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,7.2.,7.3,,,,,,,,,,,,,,,,,,,,Administration,Application Builder,,,,7.1,02/May/2017 03:44 PM,
Defect,3 - Medium,PLAT-21125,22424387,Navigations generated by client side should use forms,Pnolan,Pnolan,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a6,02/May/2017 05:24 PM,Fixed
Defect,3 - Medium,PLAT-21143,22424746,CLONE - ASSIGNED_TO condition in Queue Definition not working due to [reserved.userId] data type mis-match,Pnolan,ADuggan,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.2.1.49,05/May/2017 11:44 AM,
Defect,3 - Medium,PLAT-21148,22424867,CLONE - ExecuteProcedureJob doesn't work,Pnolan,RHome,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.6,08/May/2017 10:19 AM,
Defect,3 - Medium,PLAT-21151,22424957,CLONE - CLONE - Field 72 is not highlighted in Alert,AManayangath,HYong1,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.48,09/May/2017 03:46 AM,
Defect,3 - Medium,PLAT-21160,22425135,CLONE - Session replication in WAS,Pnolan,samtaylor,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.0.14,11/May/2017 10:21 AM,
Defect,3 - Medium,PLAT-21190,22425948,Screen reports don't work - reportId parameter removed from HTTP request,,TKazmierczak,Closed,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a9,19/May/2017 10:39 AM,Fixed
Defect,3 - Medium,PLAT-21254,22426841,CLONE - WebSeal SSO Breaks some Links when not server relative,Pnolan,GRusso,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.49,30/May/2017 05:05 PM,
Defect,3 - Medium,PLAT-21256,22426880,Unable to update server state for topic WLM_CUSTOMLIST_INDEXES,AManayangath,henisepteni,New,,,,,,,,,,,,,,,,,,,,,,,6.5.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.5.2.3,31/May/2017 09:26 AM,
Defect,3 - Medium,PLAT-21262,22426914,Default values for the REST Query action are not working ,Pnolan,BNiemienionek,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a10,31/May/2017 11:54 AM,
Defect,3 - Medium,PLAT-21263,22426918,CLONE - WebSeal SSO Breaks Icon on Ajax sections,Pnolan,GRusso,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.49,31/May/2017 12:27 PM,
Defect,3 - Medium,PLAT-21264,22426929,Replacement container altered by report generation ,Pnolan,peterjoos,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,Command and Control,,,,7.2.0.15,31/May/2017 01:58 PM,
Defect,3 - Medium,PLAT-21272,22427061,CLONE - Queue Subscription wiped out,Pnolan,abhisheknandi,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.1.49,01/Jun/2017 03:50 PM,
Defect,3 - Medium,PLAT-21274,22427105,Missing section on section list in Application Builder,Pnolan,SSzarkowicz,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1,02/Jun/2017 11:10 AM,
Defect,3 - Medium,PLAT-21297,22427487,messages.properties internationalisation interfering wtih the Screens,Pnolan,PTDYau,New,,,,,,,,,,,,,,,,,,,,,,,6.1.2,,,,,,,,,,,,,,,,,,,,,,Application Builder,Watchlist Manager,,,,6.x,07/Jun/2017 05:01 PM,
Defect,3 - Medium,PLAT-21300,22427501,Error in WLM BMR job (java.util.ArrayList incompatible with java.lang.String),NSingh1,asharaziz,New,,,,,,,,,,,,,,,,,,,,,,,6.1.2,6.5.1,6.6.1,6.7.1,6.7.2,7.0.,7.1.,7.2.,7.3,7.4,7.6,,,,,,,,,,,,Watchlist Manager,,,,,6.1.2.47,08/Jun/2017 03:35 AM,
Defect,3 - Medium,PLAT-21321,22427591,CLONE - WLM Issues with Exception Handling in Detection Manager,AManayangath,danielkopeinig,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.15,08/Jun/2017 04:14 PM,
Defect,3 - Medium,PLAT-21310,22427677,CrossFilter Export Button Not Working,RJohn,susiecullen,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a12,09/Jun/2017 02:48 PM,Fixed
Defect,3 - Medium,PLAT-21333,22427929,Audit Log Screen on WLM Sublist has List Entry Id as BLANK,AManayangath,achopra,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.49,14/Jun/2017 04:10 AM,
Defect,3 - Medium,PLAT-21336,22428038,App Argument Validation - Error thrown when deleting an Application with Argument Validations defined on Screens or Workflow Actions ,RJohn,andrewredmond,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a14,14/Jun/2017 03:42 PM,Fixed
Defect,3 - Medium,PLAT-21344,22428164,Phoenix schema name not configurable in application,JLalor,RYoung,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.3.1.3,16/Jun/2017 09:24 AM,
Defect,3 - Medium,PLAT-21345,22428168,Loader conflict error when using Phoenix full client driver,Pnolan,RYoung,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Build Process,,,,,7.3.1.3,16/Jun/2017 09:43 AM,
Defect,3 - Medium,PLAT-21355,22428547,Network Visualization export - Options for exportFit Parameter should be changed,RJohn,susiecullen,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a14,21/Jun/2017 12:52 PM,Fixed
Defect,3 - Medium,PLAT-21368,22428989,Spring context initialization Fails when done by EJB/MDB @PostConstruct annotated method,Pnolan,ZHtet,New,,,,,,,,,,,,,,,,,,,,,,,7.0.,7.1.,7.2.,7.3,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.1.49,27/Jun/2017 10:54 AM,
Defect,3 - Medium,PLAT-21371,22429007,Need to support separate timeout value for CasperJS integration tests,Pnolan,Pnolan,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a17,27/Jun/2017 12:33 PM,Fixed
Defect,3 - Medium,PLAT-21392,22429324,CLONE - WLM config failed to import for fresh installation,dchee,dchee,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.49,30/Jun/2017 01:32 PM,
Defect,3 - Medium,PLAT-21393,22429385,CLONE - The BulkProfileMergeJob does not find the Bulk profiles created by the BulkProfileJob,Pnolan,JGedge,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.1.45,03/Jul/2017 10:10 AM,
Defect,3 - Medium,PLAT-21394,22429475,CLONE - DefaultSwiftMXHandler doesn't normalise text nodes properly,AManayangath,persolberg1,New,,,,,,,,,,,,,,,,,,,,,,,6.1.2,7.0.,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.5.1,04/Jul/2017 09:28 AM,
Defect,3 - Medium,PLAT-21395,22429538,CLONE - CC Screen for Detailed view : Does not list down WLM List updates correctly,Pnolan,GRusso,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.3.1.6,04/Jul/2017 03:50 PM,
Defect,3 - Medium,PLAT-21399,22429600,Applications aren't reloaded after import,TKazmierczak,TKazmierczak,Need More Info,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0,05/Jul/2017 08:38 AM,
Defect,3 - Medium,PLAT-21414,22429810,Rulesets - Filtering in Rulesets tab has no effect,Pnolan,susiecullen,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.4.0.0-a18,06/Jul/2017 03:40 PM,
Defect,3 - Medium,PLAT-21416,22429858,Highlighting in formatters has a default bold style,,arturrajski,Closed,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a17,07/Jul/2017 10:28 AM,Fixed
Defect,3 - Medium,PLAT-21418,22429901,My Notifications Icon background color not changing for Unread Notifications Env http://iedc1nkmdevv0085:8080/netreveal/ which is baed on 7.4 core,Pnolan,manishaganguly,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.3,7.4,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a17,07/Jul/2017 02:29 PM,
Defect,3 - Medium,PLAT-21446,22430313,Command and Control Scheduled Reports failing to generate - NPE at Velocity.init,Pnolan,achopra,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.3.1.6,11/Jul/2017 02:11 AM,
Defect,3 - Medium,PLAT-21670,22430326,Group dropdown by saving a report presents disabled groups,LKonieczka,SSzarkowicz,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.2.1,11/Jul/2017 08:20 AM,
Defect,3 - Medium,PLAT-21454,22430523,Whole Workflow needs to be in unlocked application when editing/configuring only single Workflow Action,smielcarek,smielcarek,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.0-a15,12/Jul/2017 02:40 PM,Fixed
Defect,3 - Medium,PLAT-21471,22431378,CLONE - Accuity list import reports error on wrong entity id,AManayangath,RHome,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,7.2.,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1,24/Jul/2017 12:49 PM,
Defect,3 - Medium,PLAT-21472,22431397,CLONE - NR1.2: Validating for a real-time alert that has multiple matches does not display the correct 'Best Match' details,AManayangath,GRusso,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.49,24/Jul/2017 03:58 PM,
Defect,3 - Medium,PLAT-21480,22432024,CLONE - [KYC Drop 2] Import IWL with empty value on multi value column do not insert an entry into LIST_DATA_VALUE table,AManayangath,ilynroseabletes,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.49,01/Aug/2017 07:08 AM,
Defect,3 - Medium,PLAT-21481,22432045,CLONE - Security issue: List entries are written to the norkom.log during list loading,AManayangath,RHome,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,7.4,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.2.17,01/Aug/2017 10:32 AM,
Defect,3 - Medium,PLAT-21484,22432303,PEN Testing: Multiple IllegalStateExceptions when scanning with Acunetix v11,,LCassidy,Closed,7.4,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.3,03/Aug/2017 03:36 PM,Fixed
Defect,3 - Medium,PLAT-21492,22432582,Clearing Filters using 'x' button,chriscargo,chriscargo,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,08/Aug/2017 02:37 PM,Fixed
Defect,3 - Medium,PLAT-21493,22432583,Export Simulator results when filter applied,chriscargo,chriscargo,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,08/Aug/2017 02:37 PM,
Defect,3 - Medium,PLAT-21495,22432595,Pagination persisting,chriscargo,chriscargo,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,08/Aug/2017 05:12 PM,
Defect,3 - Medium,PLAT-21496,22432652,Elements in the exported XML configuration file should always be sorted the same way,Pnolan,kslawinski,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,Application Builder,Command and Control,Services Manager,Workflow Configurator,7.2.0.14,09/Aug/2017 10:51 AM,
Defect,3 - Medium,PLAT-21559,22432977,[EUS000214-78]Organizational Units - Export into Excel - Column alignment issue,Pnolan,santharampothiraj,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.6,14/Aug/2017 04:35 PM,
Defect,3 - Medium,PLAT-21558,22432987,[EUS000214-83]Duplicate ‘Shared” values are displaying in “organization units” drop down box.,andrewredmond,santharampothiraj,Assigned,7.6,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.6,14/Aug/2017 05:18 PM,
Defect,3 - Medium,PLAT-21524,22433072,"CLONE - If a user is created with a 0 password expiry, then it is changed, the password expry date is null",Pnolan,RHome,New,7.5,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,6.7.2.17,15/Aug/2017 04:44 PM,
Defect,3 - Medium,PLAT-21526,22433084,remove the additional quote in the exported currency value,smielcarek,jjimenez,In Progress,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.26,15/Aug/2017 07:08 PM,
Defect,3 - Medium,PLAT-21527,22433096,CLONE - Screen buttons +/- Images Broken Links on 7.3.1.6 SSO environment,RJohn,RSatoor,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.6,16/Aug/2017 07:30 AM,Fixed
Defect,3 - Medium,PLAT-21528,22433103,Default value shown in description and actual default value are different for two field parameters,Pnolan,prashanthshyamprasad,New,5.6,5.7.1,5.8.3,6.1,6.1.1,6.1.2,6.5.1,6.5.2,6.6.1,6.6.2,6.7.0,6.7.1,6.7.2,7.0.,7.0.1,7.1.,7.1.1,7.2.,7.2.1,7.3,7.3.1,7.4,5.6,5.7.1,5.8.3,6.1,6.1.1,6.1.2,6.5.1,6.5.2,6.6.1,6.6.2,6.7.0,6.7.1,6.7.2,7.0.,7.0.1,7.1.,7.1.1,7.2.,7.2.1,7.3,7.3.1,7.4,Application Builder,,,,,6.7.2.0,16/Aug/2017 08:51 AM,
Defect,3 - Medium,PLAT-21557,22433321,[EUS000214-90]Word wrap is not available for ‘List Description’,AManayangath,santharampothiraj,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.3.1.6,18/Aug/2017 04:09 PM,
